ch1,ch2
8786,11630
6076,10267
3921,7893
4475,6973
3806,11425
4572,9703
5188,8211
5520,7478
5594,7105
5480,7134
5264,7532
5008,8254
4747,9229
4480,10356
4184,11482
3826,12386
11518,7004
10250,7533
8448,7611
4136,8405
4444,7143
7546,6684
6837,10373
5999,14672
5110,18574
4292,20658
4089,31149
4542,29468
4961,25351
5345,19972
5852,14647
6748,10905
7975,9591
9795,10847
11509,12669
12775,14096
13389,14308
13268,13285
12466,12257
11124,11396
9461,9797
7765,7837
3947,8765
4426,11814
5055,15782
5859,20406
6667,24919
7321,28198
7631,29178
7485,27336
6850,22980
5820,17137
4599,11384
17696,6993
16053,8756
13598,9779
10628,10447
7653,10388
5109,8825
3889,12303
4992,10229
5892,8590
6443,7582
6624,6936
6503,6733
6192,6967
5783,7570
5345,8456
4907,9516
4454,10573
3978,11462
8945,7771
7349,9034
5550,9897
3847,9918
3959,7365
4245,7580
4410,7556
4476,7119
6140,7879
5432,11782
4613,16521
3837,20976
4204,27949
4701,26368
5147,22238
5545,16907
6176,11798
7061,7788
8633,9016
10838,11925
12836,14632
14455,16437
15320,17371
15241,17087
14250,15462
12532,12981
10399,10546
8193,8493
4173,16020
4742,19945
5182,22887
5364,23779
5205,22095
4701,18199
3939,13321
3922,6691
4302,8136
4183,8360
5425,7113
9463,6846
14905,6744
15461,7420
12741,8689
9613,8921
6694,7951
4050,7367
4597,7726
4787,7231
3877,12702
5221,10486
6442,8365
7305,7151
6212,6841
5646,7788
5083,8806
4510,9690
3916,10261
7527,7292
7866,10207
7691,12754
6938,14376
5765,15861
4381,16678
3962,10134
4116,10249
4187,9794
4217,8733
4247,7254
4993,6681
4613,9493
4026,13356
4192,21441
4723,20372
5188,17116
5601,12816
6183,8750
6875,7084
8517,9658
10929,12303
13341,14960
15202,17265
16207,18868
16121,19832
14973,19140
13018,17054
10605,14160
8114,11096
5893,8264
4660,6993
5759,9246
6311,10715
6125,10496
5293,8584
3904,9953
7279,8305
12390,8533
18957,8417
25777,7775
12084,7656
8834,8212
5941,7734
3894,8702
4700,10140
5074,10207
4987,8997
4585,7120
5106,10686
6641,8345
5211,7177
4514,7838
3821,8148
3808,10307
4183,8810
4701,6834
4442,7689
